section_id,section_title,topic_id,topic_title,question_id,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON001,A pharmacist receives a prescription for 250 mL of potassium permanganate solution 1 in 8000 to be used as a soak for a patient with weeping eczema. How many milligrams of potassium permanganate are required to prepare this solution?,25 mg,31.25 mg,50 mg,62.5 mg,125 mg,31.25 mg,A 1 in 8000 solution contains 1 g in 8000 mL. Amount required = (1 g ÷ 8000 mL) × 250 mL = 0.03125 g = 31.25 mg.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON002,A 62-year-old man is prescribed chloramphenicol 0.5% w/v eye drops. The pharmacy compounds a specials order for 10 mL of solution. How many milligrams of chloramphenicol are required?,25 mg,50 mg,75 mg,100 mg,500 mg,50 mg,0.5% w/v contains 0.5 g per 100 mL. Amount required = (0.5 g ÷ 100 mL) × 10 mL = 0.05 g = 50 mg.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON003,An IV infusion bag contains potassium chloride 40 mmol/L in sodium chloride 0.9% in a 1 litre bag. The relative molecular mass of potassium chloride is 74.5. How many grams of potassium chloride are contained in the full 1 litre bag? Give your answer to two decimal places.,1.49 g,2.98 g,3.73 g,5.96 g,7.45 g,2.98 g,Moles of KCl = 40 mmol = 0.04 mol. Mass = 0.04 mol × 74.5 g/mol = 2.98 g.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON004,"A 34-year-old woman experiences anaphylaxis after a wasp sting in the pharmacy. She requires 500 micrograms of adrenaline by intramuscular injection. The pharmacy stocks adrenaline 1 in 1000 ampoules. What volume, in mL, of adrenaline 1 in 1000 should be administered?",0.05 mL,0.1 mL,0.5 mL,1 mL,5 mL,0.5 mL,Adrenaline 1 in 1000 contains 1 g in 1000 mL = 1 mg/mL = 1000 micrograms/mL. Volume = 500 micrograms ÷ 1000 micrograms/mL = 0.5 mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON005,A neonatal unit receives a syringe labelled morphine sulfate 0.05% w/v. How many micrograms of morphine sulfate are contained in each 1 mL of this solution?,5 micrograms,50 micrograms,500 micrograms,5000 micrograms,50000 micrograms,500 micrograms,0.05% w/v means 0.05 g per 100 mL = 0.0005 g/mL = 0.5 mg/mL = 500 micrograms/mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON006,A pharmacist is compounding 100 g of a topical cream containing betamethasone valerate 0.1% w/w with menthol 1% w/w in aqueous cream. How many milligrams of betamethasone valerate are required?,10 mg,50 mg,100 mg,200 mg,1000 mg,100 mg,0.1% w/w contains 0.1 g per 100 g. Amount = (0.1 g ÷ 100 g) × 100 g = 0.1 g = 100 mg.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON007,A pharmacist receives a query from a nurse about a multidose vial labelled lidocaine hydrochloride 20 mg/mL. What is this concentration expressed as a percentage strength (% w/v)?,0.02% w/v,0.2% w/v,2% w/v,20% w/v,200% w/v,2% w/v,20 mg/mL = 20 mg per 1 mL = 2000 mg per 100 mL = 2 g per 100 mL = 2% w/v.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON008,A 1 litre bag of sodium chloride 0.9% w/v is to be administered to a patient with hyponatraemia. The relative molecular mass of sodium chloride is 58.5. How many millimoles of sodium are contained in the bag? Give your answer to the nearest whole number.,90 mmol,108 mmol,154 mmol,180 mmol,308 mmol,154 mmol,"Mass NaCl in bag = 0.9 g/100 mL × 1000 mL = 9 g. Moles = 9 ÷ 58.5 = 0.1538 mol = 153.8 mmol. Each mole of NaCl yields 1 mole of Na⁺ ions, so 154 mmol of sodium (to nearest whole number)."
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON009,A water fluoridation scheme adds fluoride to drinking water at a concentration of 5 parts per million (ppm). How many milligrams of fluoride are contained in a 250 mL glass of this water? Give your answer to two decimal places.,0.13 mg,0.50 mg,1.25 mg,2.50 mg,12.50 mg,1.25 mg,5 ppm in water ≈ 5 mg/L (since 1 L water ≈ 1 kg). Amount in 250 mL = 5 mg/L × 0.25 L = 1.25 mg.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON010,A pharmacy sells 500 mL bottles of hand sanitiser containing ethanol 70% v/v. How many millilitres of pure ethanol are contained in each bottle?,35 mL,70 mL,150 mL,350 mL,465 mL,350 mL,70% v/v contains 70 mL of ethanol per 100 mL of solution. Volume of ethanol = (70 mL ÷ 100 mL) × 500 mL = 350 mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON011,"A 76-year-old patient with a pulmonary embolism is prescribed unfractionated heparin as a loading dose. The pharmacy supplies heparin sodium 5000 units/mL in 5 mL ampoules, and 5 mL is drawn up for the loading dose. How many units of heparin are administered?","1,000 units","5,000 units","10,000 units","25,000 units","50,000 units","25,000 units","Concentration = 5000 units/mL. Dose administered = 5000 units/mL × 5 mL = 25,000 units."
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON012,A pharmacist compounds 200 mL of hydrogen peroxide 1 in 200 mouthwash from a stock solution of hydrogen peroxide 6% w/v. How many millilitres of the 6% w/v stock solution are required? Give your answer to two decimal places.,8.33 mL,12.50 mL,16.67 mL,24.00 mL,33.33 mL,16.67 mL,"1 in 200 = 1 g in 200 mL = 0.5% w/v. Use C₁V₁ = C₂V₂: 6 × V₁ = 0.5 × 200, so V₁ = 100 ÷ 6 = 16.67 mL."
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON013,"A 67-year-old man is taking effervescent paracetamol 500 mg tablets, two tablets four times a day. Each tablet contains 388 mg of sodium. The recommended daily allowance (RDA) of sodium for an adult is 2 g per day. What percentage of this patient's RDA of sodium is contained in the total daily dose of effervescent paracetamol? Give your answer to the nearest whole number.",39%,78%,116%,155%,310%,155%,Daily sodium intake from medicine = 388 mg × 2 tablets × 4 doses = 3104 mg. As a % of RDA = (3104 ÷ 2000) × 100 = 155.2% ≈ 155%. (This illustrates why effervescent preparations are problematic for patients with hypertension or heart failure.)
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON014,A pharmacist is asked to interpret a prescription for an infusion of glucose 1 in 4 w/v. What is this concentration expressed as a percentage strength?,2.5% w/v,4% w/v,25% w/v,40% w/v,75% w/v,25% w/v,1 in 4 w/v means 1 g in 4 mL = 25 g in 100 mL = 25% w/v.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON015,"A 45-year-old woman is prescribed co-amoxiclav 500/125 tablets, one to be taken three times a day for 7 days for cellulitis. Each tablet contains amoxicillin 500 mg and clavulanic acid 125 mg. What is the total quantity, in grams, of clavulanic acid she will receive over the full course?",1.05 g,1.75 g,2.625 g,3.50 g,10.50 g,2.625 g,Clavulanic acid per tablet = 125 mg. Tablets per course = 3 × 7 = 21. Total clavulanic acid = 125 mg × 21 = 2625 mg = 2.625 g.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON016,"A hospital aseptic unit reconstitutes a 250 mg vial of vancomycin in 50 mL of sodium chloride 0.9% to prepare an infusion. Assuming negligible displacement volume, what is the final concentration of vancomycin expressed as a percentage strength?",0.05% w/v,0.5% w/v,5% w/v,25% w/v,50% w/v,0.5% w/v,Concentration = 250 mg ÷ 50 mL = 5 mg/mL = 500 mg per 100 mL = 0.5 g per 100 mL = 0.5% w/v.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON017,A pharmacist dilutes a stock solution by mixing 1 part of the original solution with 19 parts of water. The original solution was a 100% w/v concentrate. What is the final concentration of the diluted solution?,1% w/v,5% w/v,10% w/v,19% w/v,20% w/v,5% w/v,1 part drug + 19 parts water = 20 parts total. Final concentration = (1 ÷ 20) × 100% = 5% w/v.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON018,"A 58-year-old man with type 1 diabetes is prescribed insulin glargine 36 units subcutaneously at night. He has run out of his pre-filled pens and needs to use a 10 mL vial of insulin glargine 100 units/mL with a syringe. What volume, in mL, of insulin should he draw up? Give your answer to two decimal places.",0.18 mL,0.27 mL,0.36 mL,3.60 mL,36.00 mL,0.36 mL,"Concentration = 100 units/mL. Volume = 36 units ÷ 100 units/mL = 0.36 mL. (Note: in practice, insulin should always be measured using an insulin-specific syringe to prevent fatal dosing errors.)"
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON019,A 4-year-old boy weighing 18 kg requires a single loading dose of phenytoin 5 mg/kg PO for status epilepticus prophylaxis. Phenytoin oral suspension is available as 30 mg/5 mL. How many millilitres of the suspension should be administered?,7.5 mL,12 mL,15 mL,18 mL,22.5 mL,15 mL,Dose required = 5 mg/kg × 18 kg = 90 mg. Concentration of suspension = 30 mg per 5 mL = 6 mg/mL. Volume = 90 mg ÷ 6 mg/mL = 15 mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,concentrations,Concentration Calculations,CON020,"A pharmacist prepares 200 mL of calamine lotion BP, which contains zinc oxide 15% w/v. How many grams of zinc oxide are required to make this preparation?",15 g,20 g,30 g,45 g,75 g,30 g,15% w/v = 15 g per 100 mL. Amount required = (15 g ÷ 100 mL) × 200 mL = 30 g.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL001,A hospital pharmacy holds a stock solution of chlorhexidine gluconate 20% w/v. A ward requests 500 mL of chlorhexidine gluconate 0.05% w/v for skin antisepsis. How many millilitres of the 20% w/v stock solution are required to prepare the diluted solution?,1.25 mL,2.5 mL,5 mL,12.5 mL,25 mL,1.25 mL,"Use C₁V₁ = C₂V₂. 20% × V₁ = 0.05% × 500 mL. V₁ = (0.05 × 500) ÷ 20 = 1.25 mL of stock, made up to 500 mL with diluent."
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL002,A laboratory technician performs three sequential 1 in 10 dilutions starting with a stock solution of 100 mg/mL. What is the final concentration after the third dilution?,10 mg/mL,1 mg/mL,0.1 mg/mL,0.01 mg/mL,0.001 mg/mL,0.1 mg/mL,Each 1 in 10 dilution divides the concentration by 10. After 3 dilutions: 100 ÷ 10 ÷ 10 ÷ 10 = 0.1 mg/mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL003,A pharmacist prepares 250 mL of povidone-iodine 2% w/v solution from a 10% w/v stock. How many millilitres of water are required to dilute the stock to the final volume?,50 mL,125 mL,150 mL,200 mL,225 mL,200 mL,Volume of stock needed: C₁V₁ = C₂V₂ → 10 × V₁ = 2 × 250 → V₁ = 50 mL. Volume of water (diluent) = 250 − 50 = 200 mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL004,A pharmacist adds 400 mL of water to 100 mL of a 5% w/v solution. What is the final concentration of the resulting solution?,0.5% w/v,1% w/v,1.25% w/v,4% w/v,5% w/v,1% w/v,Final volume = 100 + 400 = 500 mL. Mass of drug unchanged: (5 g/100 mL) × 100 mL = 5 g. New concentration = 5 g ÷ 500 mL = 1 g per 100 mL = 1% w/v.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL005,A pharmacist is asked to prepare 100 mL of potassium permanganate 1 in 5000 from a stock solution of potassium permanganate 1 in 200. How many millilitres of the stock solution are required?,2 mL,4 mL,5 mL,20 mL,40 mL,4 mL,"Convert ratios to %: 1 in 200 = 0.5% w/v; 1 in 5000 = 0.02% w/v. Use C₁V₁ = C₂V₂: 0.5 × V₁ = 0.02 × 100, so V₁ = 2 ÷ 0.5 = 4 mL."
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL006,"A pharmacist needs to prepare 400 mL of a 2% w/v solution by mixing two stock solutions: a 5% w/v solution and a 1% w/v solution. Using alligation, how many millilitres of the 5% w/v stock solution are required?",80 mL,100 mL,150 mL,200 mL,300 mL,100 mL,"By alligation, parts of 5% needed = (2 − 1) = 1 part; parts of 1% needed = (5 − 2) = 3 parts. Total = 4 parts = 400 mL, so 1 part = 100 mL. Volume of 5% stock = 100 mL."
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL007,A community pharmacy is preparing 500 mL of ethanol 70% v/v hand sanitiser from ethanol 96% v/v stock. How many millilitres of the 96% v/v ethanol are required? Give your answer to two decimal places.,145.83 mL,291.67 mL,350.00 mL,364.58 mL,416.67 mL,364.58 mL,Use C₁V₁ = C₂V₂: 96 × V₁ = 70 × 500. V₁ = 35000 ÷ 96 = 364.58 mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL008,A pharmacist is asked to prepare 60 g of hydrocortisone 0.5% w/w cream by diluting hydrocortisone 2.5% w/w cream with white soft paraffin (assumed inert). How many grams of the 2.5% w/w cream are required?,6 g,12 g,15 g,24 g,30 g,12 g,"Use C₁W₁ = C₂W₂ (mass-based for w/w): 2.5 × W₁ = 0.5 × 60. W₁ = 30 ÷ 2.5 = 12 g of cream, with 48 g of white soft paraffin to make 60 g total."
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL009,A pharmacy compounds 500 mL of a chlorhexidine gluconate 0.2% w/v mouthwash for a hospital ward. The pharmacy uses chlorhexidine gluconate 5% w/v concentrate as the source. How many millilitres of the 5% concentrate are required?,10 mL,15 mL,20 mL,25 mL,40 mL,20 mL,C₁V₁ = C₂V₂: 5 × V₁ = 0.2 × 500. V₁ = 100 ÷ 5 = 20 mL. Made up to 500 mL with appropriate diluent.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL010,A pharmacist has 200 mL of a 4% w/v drug solution and wants to dilute it to a final concentration of 1% w/v. How many millilitres of water must be added?,50 mL,200 mL,400 mL,600 mL,800 mL,600 mL,C₁V₁ = C₂V₂: 4 × 200 = 1 × V₂. V₂ (final volume) = 800 mL. Water to add = 800 − 200 = 600 mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL011,"A bottle of amoxicillin oral suspension contains 3 g of amoxicillin powder. When reconstituted correctly with water to a final volume of 100 mL, it provides 250 mg/5 mL. A parent mistakenly reconstitutes the bottle to a final volume of 200 mL. What is the resulting concentration of the suspension?",62.5 mg/5 mL,75 mg/5 mL,125 mg/5 mL,250 mg/5 mL,500 mg/5 mL,75 mg/5 mL,Total drug remains 3 g = 3000 mg. New concentration = 3000 mg ÷ 200 mL = 15 mg/mL = 75 mg per 5 mL. (The patient would receive only 30% of the intended dose — a serious medication error.)
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL012,"A pharmacist mixes 100 mL of a 10% w/v drug solution with 200 mL of a 4% w/v solution of the same drug. Assuming volumes are additive, what is the final concentration of the mixture?",4.67% w/v,5% w/v,6% w/v,7% w/v,8.5% w/v,6% w/v,Drug from solution 1 = (10 g/100 mL) × 100 mL = 10 g. Drug from solution 2 = (4 g/100 mL) × 200 mL = 8 g. Total drug = 18 g in 300 mL final volume. Final concentration = (18 ÷ 300) × 100 = 6% w/v.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL013,A paediatric ward requests a digoxin oral solution at 25 micrograms/mL. The pharmacy has 20 mL of digoxin oral solution 50 micrograms/mL available. How many millilitres of water must be added to obtain the required concentration?,10 mL,20 mL,30 mL,40 mL,50 mL,20 mL,C₁V₁ = C₂V₂: 50 × 20 = 25 × V₂. V₂ (final volume) = 1000 ÷ 25 = 40 mL. Water to add = 40 − 20 = 20 mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL014,"A pharmacist needs to prepare 100 mL of an ethanol 30% v/v solution by mixing ethanol 96% v/v with ethanol 10% v/v. Using alligation, how many millilitres of the 96% v/v ethanol are required? Give your answer to two decimal places.",11.63 mL,23.26 mL,30.00 mL,46.51 mL,76.74 mL,23.26 mL,By alligation: parts of 96% = (30 − 10) = 20; parts of 10% = (96 − 30) = 66. Total = 86 parts = 100 mL. Volume of 96% = (20 ÷ 86) × 100 = 23.26 mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL015,"An aqueous solution containing 500 mL of a 2% w/v drug is partially left uncovered overnight. By the next morning, 100 mL of water has evaporated. Assuming the drug is non-volatile, what is the resulting concentration of the solution?",1.6% w/v,2% w/v,2.5% w/v,3% w/v,4% w/v,2.5% w/v,Mass of drug unchanged = (2 g/100 mL) × 500 mL = 10 g. New volume = 500 − 100 = 400 mL. New concentration = (10 g ÷ 400 mL) × 100 = 2.5% w/v.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL016,A pharmacist has 1 litre of a 10% w/v stock solution. What is the maximum volume of a 0.5% w/v solution that can be prepared from the entire stock?,2 L,5 L,10 L,20 L,50 L,20 L,C₁V₁ = C₂V₂: 10 × 1000 mL = 0.5 × V₂. V₂ = 10000 ÷ 0.5 = 20000 mL = 20 L.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL017,"A 1.5 g vial of cefuroxime is reconstituted with Water for Injections to a final volume of 15 mL. 4 mL of this solution is then added to a 100 mL bag of sodium chloride 0.9% for IV infusion. What is the final concentration of cefuroxime in the infusion bag, in mg/mL? Give your answer to two decimal places. Assume volumes are additive.",1.50 mg/mL,3.85 mg/mL,4.00 mg/mL,5.77 mg/mL,15.00 mg/mL,3.85 mg/mL,Concentration after reconstitution = 1500 mg ÷ 15 mL = 100 mg/mL. Drug in 4 mL = 400 mg. Final volume = 100 + 4 = 104 mL. Final concentration = 400 mg ÷ 104 mL = 3.846 ≈ 3.85 mg/mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL018,A laboratory analyst performs a 50-fold dilution of a stock solution containing 200 micrograms/mL of a drug. What is the concentration of the diluted solution?,1 microgram/mL,2 micrograms/mL,4 micrograms/mL,40 micrograms/mL,100 micrograms/mL,4 micrograms/mL,A 50-fold dilution divides the concentration by 50. Final concentration = 200 ÷ 50 = 4 micrograms/mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL019,"A specials manufacturer is compounding 30 mL of morphine sulfate 0.5% w/v oral solution for paediatric palliative care, diluting from a 2% w/v stock. How many millilitres of the 2% w/v stock are required?",3.75 mL,6 mL,7.5 mL,12 mL,15 mL,7.5 mL,"C₁V₁ = C₂V₂: 2 × V₁ = 0.5 × 30. V₁ = 15 ÷ 2 = 7.5 mL of 2% stock, diluted to 30 mL final volume."
CAL,Calculation Topics for the GPhC Pre-Reg Exam,dilutions,Dilution Calculations,DIL020,"A pharmacist needs to prepare 200 mL of a drug solution at 0.025% w/v from a 5% w/v stock. What is the minimum volume, in mL, of the 5% w/v stock required?",0.1 mL,0.5 mL,1 mL,5 mL,10 mL,1 mL,"C₁V₁ = C₂V₂: 5 × V₁ = 0.025 × 200. V₁ = 5 ÷ 5 = 1 mL. (In practice, this is too small to measure accurately, so an intermediate dilution would be used — but the calculated minimum of stock is 1 mL.)"
CAL,Calculation Topics for the GPhC Pre-Reg Exam,displacement-volumes,Displacement Volume Calculations,DSP001,A hospital pharmacist is reconstituting a vial of cefotaxime 1 g for IV administration to prepare a 200 mg/mL solution. The displacement volume of cefotaxime is 0.5 mL per 1 g. How many millilitres of Water for Injections must be added to the vial to produce the required concentration?,4.0 mL,4.5 mL,5.0 mL,5.5 mL,6.0 mL,4.5 mL,Final volume needed = 1000 mg ÷ 200 mg/mL = 5 mL. Displacement volume of the powder = 0.5 mL. Volume of Water for Injections to add = 5 mL − 0.5 mL = 4.5 mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,displacement-volumes,Displacement Volume Calculations,DSP002,A 6-year-old girl with a severe streptococcal infection is prescribed benzylpenicillin 600 mg IV. The vial contains 600 mg of benzylpenicillin powder with a displacement volume of 0.4 mL. The hospital protocol requires reconstitution to a final volume of 5 mL. How many millilitres of Water for Injections must be added?,4.0 mL,4.4 mL,4.6 mL,5.0 mL,5.4 mL,4.6 mL,Final volume = 5 mL. Displacement of 600 mg powder = 0.4 mL. WFI to add = 5 − 0.4 = 4.6 mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,displacement-volumes,Displacement Volume Calculations,DSP003,A flucloxacillin 250 mg vial has a displacement volume of 0.2 mL per 250 mg. The pharmacy needs a final concentration of 100 mg/mL. How many millilitres of Water for Injections should be added to the vial?,1.8 mL,2.0 mL,2.3 mL,2.5 mL,2.7 mL,2.3 mL,Required final volume = 250 mg ÷ 100 mg/mL = 2.5 mL. Displacement volume = 0.2 mL. WFI to add = 2.5 − 0.2 = 2.3 mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,displacement-volumes,Displacement Volume Calculations,DSP004,A 1 g vial of ceftriaxone is to be reconstituted to give a final concentration of 100 mg/mL. The displacement volume of ceftriaxone is 0.8 mL per 1 g. How many millilitres of Water for Injections should be added to the vial?,8.0 mL,8.8 mL,9.0 mL,9.2 mL,10.0 mL,9.2 mL,Final volume = 1000 mg ÷ 100 mg/mL = 10 mL. Displacement = 0.8 mL. WFI = 10 − 0.8 = 9.2 mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,displacement-volumes,Displacement Volume Calculations,DSP005,"A vancomycin 500 mg vial (displacement volume 0.3 mL) is reconstituted with Water for Injections to give a final concentration of 50 mg/mL. A patient requires a 350 mg dose. After reconstitution, what volume, in mL, should be withdrawn from the vial to give the required dose?",3.5 mL,5.0 mL,7.0 mL,7.3 mL,10.0 mL,7.0 mL,"After reconstitution, concentration is 50 mg/mL. Volume for 350 mg = 350 ÷ 50 = 7 mL. (The displacement was used to determine reconstitution volume only; once dissolved, the working concentration is 50 mg/mL.)"
CAL,Calculation Topics for the GPhC Pre-Reg Exam,displacement-volumes,Displacement Volume Calculations,DSP006,"A pharmacy technician incorrectly reconstitutes a 750 mg cefuroxime vial by adding 5 mL of Water for Injections, ignoring the displacement volume. The actual displacement volume of cefuroxime is 0.6 mL per 750 mg. What is the actual concentration of the resulting solution, in mg/mL? Give your answer to two decimal places.",125.00 mg/mL,133.93 mg/mL,136.36 mg/mL,150.00 mg/mL,170.45 mg/mL,133.93 mg/mL,Final volume = WFI added + displacement = 5 + 0.6 = 5.6 mL. Concentration = 750 mg ÷ 5.6 mL = 133.93 mg/mL. (Note: the intended concentration was 750/5 = 150 mg/mL — ignoring displacement leads to under-concentration of about 11%.)
CAL,Calculation Topics for the GPhC Pre-Reg Exam,displacement-volumes,Displacement Volume Calculations,DSP007,"A 12 kg toddler with a urinary tract infection requires co-amoxiclav 30 mg/kg IV. A 600 mg vial of co-amoxiclav (displacement 0.5 mL per vial) is reconstituted with Water for Injections to a final volume of 6 mL. What volume, in mL, should be drawn up to administer the dose?",1.8 mL,3.0 mL,3.6 mL,5.0 mL,6.0 mL,3.6 mL,Dose = 30 mg/kg × 12 kg = 360 mg. Final concentration = 600 mg ÷ 6 mL = 100 mg/mL. Volume to draw = 360 mg ÷ 100 mg/mL = 3.6 mL.
CAL,Calculation Topics for the GPhC Pre-Reg Exam,displacement-volumes,Displacement Volume Calculations,DSP008,An imipenem 500 mg vial (displacement volume 0.4 mL) is reconstituted to a concentration of 50 mg/mL prior to further dilution for IV infusion. How many millilitres of Water for Injections are required to reconstitute the vial?,4.6 mL,9.0 mL,9.6 mL,10.0 mL,10.4 mL,9.6 mL,Required final volume = 500 mg ÷ 50 mg/mL = 10 mL. Displacement = 0.4 mL. WFI = 10 − 0.4 = 9.6 mL.
